Bigram,Bigram_sum,p_ab,p_a_x_p_b,PMI
'd_like,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
'm_learn,1.0,0.0002872737719046251,8.252622002431058e-07,8.4434
're_[,1.0,0.0002872737719046251,5.776835401701741e-06,5.636
're_a,2.0,0.0005745475438092502,0.00035527537720465705,0.6935
're_be,1.0,0.0002872737719046251,0.0002917301877859379,-0.0222
're_check,2.0,0.0005745475438092502,1.4442088504254352e-05,5.3141
're_do,2.0,0.0005745475438092502,0.0002628460107774292,1.1282
're_feel,1.0,0.0002872737719046251,1.4442088504254352e-05,4.3141
're_friend,1.0,0.0002872737719046251,5.776835401701741e-06,5.636
're_have,1.0,0.0002872737719046251,4.9103100914464794e-05,2.5485
're_hold,1.0,0.0002872737719046251,8.665253102552611e-06,5.051
're_in,7.0,0.002010916403332376,7.79872779229735e-05,4.6885
're_invent,1.0,0.0002872737719046251,0.00012131354343573655,1.2437
're_learn,1.0,0.0002872737719046251,2.8884177008508704e-05,3.3141
're_look,1.0,0.0002872737719046251,1.1553670803403482e-05,4.636
're_make,1.0,0.0002872737719046251,0.00015886297354679785,0.8546
're_measure,4.0,0.0011490950876185005,7.509886022212262e-05,3.9356
're_okay,1.0,0.0002872737719046251,2.8884177008508704e-06,6.636
're_on,1.0,0.0002872737719046251,3.177259470935957e-05,3.1766
're_save,1.0,0.0002872737719046251,0.0002252965806663679,0.3506
're_squeeze,1.0,0.0002872737719046251,5.776835401701741e-06,5.636
're_teach,1.0,0.0002872737719046251,1.1553670803403482e-05,4.636
're_try,2.0,0.0005745475438092502,2.8884177008508704e-05,4.3141
're_use,1.0,0.0002872737719046251,6.0656771717868276e-05,2.2437
's_a,4.0,0.0011490950876185005,0.0003248232020156864,1.8228
's_about,1.0,0.0002872737719046251,2.3767551367001448e-05,3.5954
's_an,1.0,0.0002872737719046251,1.584503424466763e-05,4.1803
's_desk,1.0,0.0002872737719046251,2.6408390407779387e-06,6.7653
's_different,1.0,0.0002872737719046251,7.922517122333815e-06,5.1803
's_do,2.0,0.0005745475438092502,0.0002403163527107924,1.2575
's_hard,6.0,0.0017236426314277506,5.017594177478083e-05,5.1023
's_impossible,1.0,0.0002872737719046251,2.6408390407779387e-06,6.7653
's_kind,1.0,0.0002872737719046251,5.281678081555877e-06,5.7653
's_life,6.0,0.0017236426314277506,2.6408390407779386e-05,6.0283
's_not,1.0,0.0002872737719046251,4.489426369322495e-05,2.6778
's_really,3.0,0.0008618213157138753,1.584503424466763e-05,5.7653
's_shake,1.0,0.0002872737719046251,5.281678081555877e-06,5.7653
's_so,1.0,0.0002872737719046251,7.922517122333815e-06,5.1803
's_too,1.0,0.0002872737719046251,1.848587328544557e-05,3.9579
's_your,1.0,0.0002872737719046251,2.6408390407779386e-05,3.4434
(_invent,1.0,0.0002872737719046251,3.466101241021044e-06,6.373
",_it",2.0,0.0005745475438092502,3.763195633108562e-05,3.9324
",_long",1.0,0.0002872737719046251,6.4370451618962246e-06,5.4799
",_monster",1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
",_optimism",1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
",_word",1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
10_block,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
10_inch,1.0,0.0002872737719046251,3.3010488009724234e-07,9.7653
50_second,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
6_inch,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
[_b,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
[_explode,1.0,0.0002872737719046251,2.6408390407779387e-06,6.7653
]_lowin,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
a_a,1.0,0.0002872737719046251,0.0012485391827477947,-2.1197
a_bad,3.0,0.0008618213157138753,5.0753625314951004e-05,4.0858
a_bear,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_bigger,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_book,2.0,0.0005745475438092502,3.0452175188970602e-05,4.2378
a_bos,2.0,0.0005745475438092502,2.03014501259804e-05,4.8228
a_boy,2.0,0.0005745475438092502,2.03014501259804e-05,4.8228
a_bunch,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_can,1.0,0.0002872737719046251,0.00029437102682671585,-0.0352
a_cave,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_certain,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_computer,2.0,0.0005745475438092502,2.03014501259804e-05,4.8228
a_friend,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_good,1.0,0.0002872737719046251,6.0904350377941204e-05,2.2378
a_hero,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_huge,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_hurry,2.0,0.0005745475438092502,3.0452175188970602e-05,4.2378
a_job,1.0,0.0002872737719046251,3.0452175188970602e-05,3.2378
a_judge,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_lab,2.0,0.0005745475438092502,2.03014501259804e-05,4.8228
a_lawyer,1.0,0.0002872737719046251,7.105507544093142e-05,2.0154
a_life,1.0,0.0002872737719046251,0.00010150725062990201,1.5008
a_liquid,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_location,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_lot,7.0,0.002010916403332376,7.105507544093142e-05,4.8228
a_man,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_manager,2.0,0.0005745475438092502,4.06029002519608e-05,3.8228
a_measure,1.0,0.0002872737719046251,0.0002639188516377452,0.1223
a_paper,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_person,37.0,0.010629129560471129,0.00044663190277156883,4.5728
a_picture,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_pipe,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_place,2.0,0.0005745475438092502,9.13565255669118e-05,2.6528
a_principal,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_read,1.0,0.0002872737719046251,3.0452175188970602e-05,3.2378
a_really,1.0,0.0002872737719046251,6.0904350377941204e-05,2.2378
a_resource,2.0,0.0005745475438092502,5.0753625314951004e-05,3.5008
a_rock,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_ruler,10.0,0.002872737719046251,0.00012180870075588241,4.5597
a_school,2.0,0.0005745475438092502,8.12058005039216e-05,2.8228
a_scientist,1.0,0.0002872737719046251,3.0452175188970602e-05,3.2378
a_shelter,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_soda,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_sport,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_strategy,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
a_superhero,2.0,0.0005745475438092502,3.0452175188970602e-05,4.2378
a_thing,1.0,0.0002872737719046251,0.00040602900251960803,-0.4992
a_ticket,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_trial,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_type,2.0,0.0005745475438092502,2.03014501259804e-05,4.8228
a_volcano,5.0,0.0014363688595231256,8.12058005039216e-05,4.1447
a_wild,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_woman,1.0,0.0002872737719046251,1.01507250629902e-05,4.8228
a_word,1.0,0.0002872737719046251,2.03014501259804e-05,3.8228
about_a,2.0,0.0005745475438092502,9.13565255669118e-05,2.6528
about_science,1.0,0.0002872737719046251,1.1883775683500724e-05,4.5954
about_self,1.0,0.0002872737719046251,7.427359802187952e-07,8.5954
about_someone,1.0,0.0002872737719046251,7.947274988341109e-05,1.8539
about_something,1.0,0.0002872737719046251,0.00011883775683500724,1.2734
about_to,3.0,0.0008618213157138753,7.055991812078555e-05,3.6105
achieve_something,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
ad_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
adapt_to,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
after_you,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
against_somebody,1.0,0.0002872737719046251,3.7136799010939757e-06,6.2734
air_in,1.0,0.0002872737719046251,6.684623821969157e-06,5.4254
air_inside,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
air_pressure,1.0,0.0002872737719046251,2.2282079406563854e-06,7.0104
all_about,1.0,0.0002872737719046251,2.2282079406563854e-06,7.0104
all_that,1.0,0.0002872737719046251,4.357384417283598e-05,2.7209
all_you,1.0,0.0002872737719046251,6.040919305779533e-05,2.2496
an_education,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
an_expert,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
an_explosion,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
an_eye,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
an_influence,1.0,0.0002872737719046251,1.4854719604375903e-06,7.5954
an_object,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
analyze_something,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
and_a,1.0,0.0002872737719046251,0.0007207014794723043,-1.327
and_all,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
and_be,3.0,0.0008618213157138753,0.0005917955237943311,0.5423
and_ca,1.0,0.0002872737719046251,0.0002871087194645765,0.0008
and_crime,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
and_explode,1.0,0.0002872737719046251,9.374978594761683e-05,1.6155
and_fight,2.0,0.0005745475438092502,1.1718723243452104e-05,5.6155
and_figure,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
and_get,1.0,0.0002872737719046251,0.00012304659405624707,1.2232
and_have,1.0,0.0002872737719046251,9.960914756934287e-05,1.5281
and_help,1.0,0.0002872737719046251,9.374978594761683e-05,1.6155
and_hillary,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_how,1.0,0.0002872737719046251,0.00023437446486904205,0.2936
and_i,1.0,0.0002872737719046251,8.203106270416472e-05,1.8082
and_impact,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_invent,1.0,0.0002872737719046251,0.00024609318811249413,0.2232
and_invention,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_it,3.0,0.0008618213157138753,0.00044531148325117984,0.9526
and_lava,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_like,1.0,0.0002872737719046251,0.0005566393540639749,-0.9543
and_machine,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_make,3.0,0.0008618213157138753,0.0003222648891949328,1.4191
and_measure,1.0,0.0002872737719046251,0.00015234340216487732,0.9151
and_medicinas,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_more,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_natural,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_need,1.0,0.0002872737719046251,4.6874892973808415e-05,2.6155
and_over,2.0,0.0005745475438092502,2.9296808108630257e-05,4.2936
and_potion,1.0,0.0002872737719046251,7.031233946071262e-05,2.0306
and_rock,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_save,1.0,0.0002872737719046251,0.00045703020649463203,-0.6699
and_say,1.0,0.0002872737719046251,2.3437446486904207e-05,3.6155
and_sit,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_somebody,1.0,0.0002872737719046251,0.0002636712729776723,0.1237
and_someone,1.0,0.0002872737719046251,0.0006269516935246875,-1.1259
and_space,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_stuff,3.0,0.0008618213157138753,0.00019921829513868574,2.113
and_surperhero,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_test,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_the,1.0,0.0002872737719046251,0.00031640552757320676,-0.1393
and_then,2.0,0.0005745475438092502,1.1718723243452104e-05,5.6155
and_they,2.0,0.0005745475438092502,0.00017578084865178153,1.7086
and_use,2.0,0.0005745475438092502,0.00012304659405624707,2.2232
and_want,1.0,0.0002872737719046251,2.9296808108630257e-05,3.2936
and_we,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
and_weight,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_where,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
and_who,1.0,0.0002872737719046251,0.0004218740367642757,-0.5544
and_you,9.0,0.002585463947141626,0.0014296842357011564,0.8547
and_your,1.0,0.0002872737719046251,5.859361621726051e-05,2.2936
animal_go,1.0,0.0002872737719046251,4.621468321361393e-06,5.9579
animal_to,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
another_place,1.0,0.0002872737719046251,7.427359802187952e-07,8.5954
any_notice,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
argue_against,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
arm_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
at_a,1.0,0.0002872737719046251,5.0753625314951004e-05,2.5008
at_lawyer,1.0,0.0002872737719046251,2.8884177008508704e-06,6.636
at_science,1.0,0.0002872737719046251,6.6020976019448466e-06,5.4434
at_something,2.0,0.0005745475438092502,6.602097601944846e-05,3.1214
away_and,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
away_by,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
b_],1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
bad_condition,1.0,0.0002872737719046251,4.126311001215529e-07,9.4434
bad_guy,1.0,0.0002872737719046251,4.126311001215529e-07,9.4434
bad_influence,2.0,0.0005745475438092502,1.2378933003646586e-06,8.8584
bad_stuff,1.0,0.0002872737719046251,1.4029457404132798e-05,4.3559
base_10,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
be_6,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_a,6.0,0.0017236426314277506,0.0010252232313620103,0.7495
be_about,2.0,0.0005745475438092502,7.501633400209832e-05,2.9371
be_an,2.0,0.0005745475438092502,5.001088933473221e-05,3.5221
be_analyze,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_attack,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_bear,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_big,2.0,0.0005745475438092502,0.00011669207511437517,2.2997
be_build,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_close,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
be_cold,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
be_complicate,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_create,1.0,0.0002872737719046251,8.335148222455369e-05,1.7851
be_direct,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_do,3.0,0.0008618213157138753,0.0007584984882434384,0.1842
be_erupt,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_free,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_get,1.0,0.0002872737719046251,0.00017503811267156273,0.7148
be_go,3.0,0.0008618213157138753,0.00023338415022875034,1.8847
be_gon,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_good,2.0,0.0005745475438092502,5.001088933473221e-05,3.5221
be_hard,2.0,0.0005745475438092502,0.000158367816226652,1.8591
be_heavy,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
be_hurt,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_in,1.0,0.0002872737719046251,0.00022504900200629496,0.3522
be_it,2.0,0.0005745475438092502,0.000633471264906608,-0.1409
be_like,2.0,0.0005745475438092502,0.00079183908113326,-0.4628
be_make,2.0,0.0005745475438092502,0.0004584331522350452,0.3257
be_migrate,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_miss,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_nice,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_not,3.0,0.0008618213157138753,0.00014169751978174126,2.6046
be_open-minded,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_possible,1.0,0.0002872737719046251,5.001088933473221e-05,2.5221
be_press,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_push,1.0,0.0002872737719046251,5.8346037557187585e-05,2.2997
be_sad,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_save,1.0,0.0002872737719046251,0.0006501415613515188,-1.1783
be_shake,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
be_small,1.0,0.0002872737719046251,5.001088933473221e-05,2.5221
be_smash,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_somebody,1.0,0.0002872737719046251,0.00037508167001049157,-0.3848
be_something,3.0,0.0008618213157138753,0.001333623715592859,-0.6299
be_super,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_the,1.0,0.0002872737719046251,0.0004500980040125899,-0.6478
be_this,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
be_too,1.0,0.0002872737719046251,5.8346037557187585e-05,2.2997
be_try,1.0,0.0002872737719046251,8.335148222455369e-05,1.7851
be_very,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
be_vomit,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
be_wash,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
bear_go,1.0,0.0002872737719046251,4.621468321361393e-06,5.9579
bear_like,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
beat_in,1.0,0.0002872737719046251,2.228207940656386e-06,7.0104
because_it,1.0,0.0002872737719046251,1.2543985443695207e-05,4.5174
because_the,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
big_and,1.0,0.0002872737719046251,8.203106270416472e-05,1.8082
big_chair,1.0,0.0002872737719046251,3.4661012410210444e-06,6.373
big_it,1.0,0.0002872737719046251,8.780789810586646e-05,1.71
big_or,2.0,0.0005745475438092502,3.4661012410210445e-05,4.051
big_something,3.0,0.0008618213157138753,0.0001848587328544557,2.221
big_to,1.0,0.0002872737719046251,0.00010975987263233307,1.3881
big_too,1.0,0.0002872737719046251,8.087569562382437e-06,5.1506
big_you,1.0,0.0002872737719046251,0.0002819095676030449,0.0272
bigger_brother,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
bird_go,1.0,0.0002872737719046251,2.3107341606806964e-06,6.9579
blood_pressure,1.0,0.0002872737719046251,7.427359802187952e-07,8.5954
blow_out,1.0,0.0002872737719046251,5.941887841750361e-06,5.5954
blow_up,4.0,0.0011490950876185005,2.9709439208751806e-06,8.5954
book_after,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
book_someone,1.0,0.0002872737719046251,2.6490916627803695e-05,3.4389
book_weigh,1.0,0.0002872737719046251,7.427359802187951e-07,8.5954
bos_to,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
boy_or,2.0,0.0005745475438092502,4.951573201458634e-06,6.8584
brother_sister,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
build_something,1.0,0.0002872737719046251,2.6408390407779386e-05,3.4434
build_up,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
bunch_of,1.0,0.0002872737719046251,1.4854719604375905e-06,7.5954
butterfly_go,1.0,0.0002872737719046251,2.3107341606806964e-06,6.9579
by_water,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
ca_n't,49.0,0.01407641482332663,0.00021836437818432579,6.0104
can_and,1.0,0.0002872737719046251,0.0001699214870300555,0.7576
can_create,1.0,0.0002872737719046251,2.3932603807050068e-05,3.5854
can_do,2.0,0.0005745475438092502,0.0002177866946441556,1.3995
can_fly,1.0,0.0002872737719046251,2.393260380705007e-06,6.9073
can_go,1.0,0.0002872737719046251,6.70112906597402e-05,2.1
can_help,1.0,0.0002872737719046251,3.829216609128011e-05,2.9073
can_invent,2.0,0.0005745475438092502,0.00010051693598961028,2.515
can_know,1.0,0.0002872737719046251,2.6325864187755074e-05,3.4479
can_make,1.0,0.0002872737719046251,0.00013162932093877536,1.1259
can_manage,1.0,0.0002872737719046251,2.393260380705007e-06,6.9073
can_never,1.0,0.0002872737719046251,4.786520761410014e-06,5.9073
can_not,9.0,0.002585463947141626,4.0685426471985115e-05,5.9898
can_represent,1.0,0.0002872737719046251,9.573041522820028e-06,4.9073
can_say,1.0,0.0002872737719046251,9.573041522820028e-06,4.9073
can_tell,1.0,0.0002872737719046251,7.17978114211502e-06,5.3223
can_use,3.0,0.0008618213157138753,5.025846799480514e-05,4.1
can_weigh,1.0,0.0002872737719046251,7.17978114211502e-06,5.3223
care_of,3.0,0.0008618213157138753,4.456415881312771e-06,7.5954
catch_you,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
cave_far,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
certain_habitat,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
chair_size,1.0,0.0002872737719046251,1.9806292805834537e-06,7.1803
check_how,1.0,0.0002872737719046251,1.6505244004862114e-05,4.1214
check_on,1.0,0.0002872737719046251,4.538942101337082e-06,5.9839
check_size,1.0,0.0002872737719046251,3.3010488009724233e-06,6.4434
check_the,1.0,0.0002872737719046251,2.2282079406563855e-05,3.6885
check_what,1.0,0.0002872737719046251,2.8884177008508704e-06,6.636
chemical_and,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
chemical_in,1.0,0.0002872737719046251,6.684623821969157e-06,5.4254
close_or,1.0,0.0002872737719046251,7.4273598021879514e-06,5.2734
cold_and,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
cold_mexico,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
come_out,2.0,0.0005745475438092502,2.9709439208751806e-06,7.5954
come_to,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
comic_book,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
computer_that,1.0,0.0002872737719046251,2.9049229448557325e-05,3.3059
condition_on,1.0,0.0002872737719046251,9.077884202674164e-07,8.3059
cool_experiment,1.0,0.0002872737719046251,1.4029457404132797e-06,7.6778
court_for,1.0,0.0002872737719046251,2.3107341606806964e-06,6.9579
create_different,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
create_potion,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
create_something,4.0,0.0011490950876185005,0.00013204195203889691,3.1214
create_stuff,2.0,0.0005745475438092502,2.8058914808265596e-05,4.3559
create_thing,1.0,0.0002872737719046251,3.301048800972423e-05,3.1214
crime_lawyer,1.0,0.0002872737719046251,1.7330506205105222e-06,7.373
day_and,1.0,0.0002872737719046251,7.031233946071262e-05,2.0306
day_to,1.0,0.0002872737719046251,9.407989082771405e-05,1.6105
defend_the,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
defend_you,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
desk_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
different_job,1.0,0.0002872737719046251,7.427359802187951e-07,8.5954
different_place,1.0,0.0002872737719046251,2.2282079406563854e-06,7.0104
different_thing,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
direct_the,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
discover_new,2.0,0.0005745475438092502,4.621468321361393e-06,6.9579
discover_something,2.0,0.0005745475438092502,0.00010563356163111755,2.4434
discover_stuff,1.0,0.0002872737719046251,2.2447131846612475e-05,3.6778
discover_that,1.0,0.0002872737719046251,0.0001161969177942293,1.3059
discover_thing,1.0,0.0002872737719046251,2.6408390407779386e-05,3.4434
dk.._something,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
dk_mean,1.0,0.0002872737719046251,1.1553670803403482e-06,7.9579
do_a,1.0,0.0002872737719046251,0.0009237159807321082,-1.685
